,nyt_id,title,Amazon_url,author,publisher,description,published_date,bestseller_date,rank,rank_last_week,weeks_on_list,NYT_Price,Amazon_Price,Amazon_reviews,Amazon_rating,Amazon_Discount%
0,5b4aa4ead3089013507db18b,ODD HOURS,http://www.amazon.com/Odd-Hours-Dean-Koontz/dp/0553807056?tag=NYTBS-20,Dean R Koontz,Bantam,"Odd Thomas, who can communicate with the dead, confronts evil forces in a California coastal town.",2008-06-08,2008-05-24,1,0,1,27.0,7.99,920.0,4.4,29.59
1,5b4aa4ead3089013507db18c,THE HOST,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,Stephenie Meyer,"Little, Brown","Aliens have taken control of the minds and bodies of most humans, but one woman won’t surrender.",2008-06-08,2008-05-24,2,1,3,25.99,7.99,6109.0,4.5,30.74
2,5b4aa4ead3089013507db18d,LOVE THE ONE YOU'RE WITH,http://www.amazon.com/Love-Youre-With-Emily-Giffin/dp/0312348665?tag=NYTBS-20,Emily Giffin,St. Martin's,A woman's happy marriage is shaken when she encounters an old boyfriend.,2008-06-08,2008-05-24,3,2,2,24.95,8.99,702.0,4.0,36.03
3,5b4aa4ead3089013507db18e,THE FRONT,http://www.amazon.com/The-Front-Garano-Patricia-Cornwell-ebook/dp/B0017T0C9M?tag=NYTBS-20,Patricia Cornwell,Putnam,"A Massachusetts state investigator and his team from ""At Risk"" confront a rogue association of municipal police departments.",2008-06-08,2008-05-24,4,0,1,22.95,7.99,323.0,3.0,34.81
4,5b4aa4ead3089013507db18f,SNUFF,http://www.amazon.com/Snuff-Chuck-Palahniuk/dp/0385517882?tag=NYTBS-20,Chuck Palahniuk,Doubleday,An aging porn queens aims to cap her career by having sex on film with 600 men in one day.,2008-06-08,2008-05-24,5,0,1,24.95,9.99,237.0,3.5,40.04
5,5b4aa4ead3089013507db190,SUNDAYS AT TIFFANY’S,http://www.amazon.com/Sundays-at-Tiffanys-James-Patterson/dp/0446199443?tag=NYTBS-20,James Patterson and Gabrielle Charbonnet,"Little, Brown",A woman finds an unexpected love,2008-06-08,2008-05-24,6,3,4,24.99,6.99,478.0,4.0,27.97
6,5b4aa4ead3089013507db191,PHANTOM PREY,http://www.amazon.com/Phantom-Prey-John-Sandford/dp/0425227987?tag=NYTBS-20,John Sandford,Putnam,The Minneapolis detective Lucas Davenport investigates a string of murders of young Goths.,2008-06-08,2008-05-24,7,4,3,26.95,9.99,435.0,4.2,37.07
7,5b4aa4ead3089013507db192,SWINE NOT?,http://www.amazon.com/From-Worse-Southern-Vampire-Mysteries/dp/0441015891?tag=NYTBS-20,Jimmy Buffett,"Little, Brown",A Southern family tries to hide its pet pig at a New York luxury hotel.,2008-06-08,2008-05-24,8,6,2,21.99,7.99,685.0,4.4,36.33
8,5b4aa4ead3089013507db193,CARELESS IN RED,http://www.amazon.com/Where-Are-You-Now-Novel/dp/1416566384?tag=NYTBS-20,Elizabeth George,Harper,"In Cornwall, trying to recover from his wife's death, Detective Thomas Lynley becomes involved in a murder investigation.",2008-06-08,2008-05-24,9,8,3,27.95,8.99,621.0,4.4,32.16
9,5b4aa4ead3089013507db194,THE WHOLE TRUTH,http://www.amazon.com/The-Whole-Truth-David-Baldacci/dp/0446539686?tag=NYTBS-20,David Baldacci,Grand Central,An intelligence agent and a journalist team up against a warmongering defense contractor.,2008-06-08,2008-05-24,10,7,5,26.99,9.99,1064.0,4.4,37.01
10,5b4aa4ead3089013507db195,INVINCIBLE,http://www.amazon.com/Careless-Red-Novel-Elizabeth-George/dp/0061160873?tag=NYTBS-20,Troy Denning,Del Rey/Ballantine,"The New Jedi order battles Darth Caedus, Darth Vader's gradson; a 'Star Wars: Legacy of the Force' novel.",2008-06-08,2008-05-24,11,5,2,27.0,9.99,347.0,3.6,37.0
11,5b4aa4ead3089013507db196,BRIGHT SHINY MORNING,http://www.amazon.com/Unaccustomed-Earth-Jhumpa-Lahiri/dp/0307265730?tag=NYTBS-20,James Frey,Harper,"A novel, set in Los Angeles, by the author of ""A Million Little Pieces.""",2008-06-08,2008-05-24,12,9,2,26.95,11.99,521.0,4.4,44.49
12,5b4aa4ead3089013507db197,THE ART OF RACING IN THE RAIN,http://www.amazon.com/The-Racing-Rain-Garth-Stein-ebook/dp/B0017SWPXY?tag=NYTBS-20,Garth Stein,Harper,"A Lab-terrier mix with great insight into the human condition helps his owner, a struggling race car driver.",2008-06-08,2008-05-24,13,0,1,23.95,11.99,8318.0,4.7,50.06
13,5b4aa4ead3089013507db198,TWENTY WISHES,http://www.amazon.com/Twenty-Wishes-Blossom-Street-Books/dp/0778326314?tag=NYTBS-20,Debbie Macomber,Mira,A widow who owns a bookstore on Blossom Street compiles a list of things she always wanted to do.,2008-06-08,2008-05-24,14,10,4,24.95,5.99,455.0,4.6,24.01
14,5b4aa4ead3089013507db199,THE STEEL WAVE,http://www.amazon.com/Hold-Tight-Harlan-Coben/dp/0525950605?tag=NYTBS-20,Jeff Shaara,Ballantine,A novel about the Allied invasion in France in World War II.,2008-06-08,2008-05-24,15,11,2,28.0,9.99,583.0,4.3,35.68
15,5b4aa4ead3089013507db19a,EXECUTIVE PRIVILEGE,http://www.amazon.com/Executive-Privilege-Novel-Phillip-Margolin/dp/0061236217?tag=NYTBS-20,Phillip Margolin,HarperCollins Publishers,,2008-06-08,2008-05-24,16,0,0,0.0,4.99,473.0,4.4,inf
16,5b4aa4ead3089013507db19b,UNACCUSTOMED EARTH,http://www.amazon.com/Unaccustomed-Vintage-Contemporaries-Jhumpa-Lahiri/dp/0307278255?tag=NYTBS-20,Jhumpa Lahiri,Knopf,Stories of the anxiety and transformation experienced by Bengalis in America.,2008-06-08,2008-05-24,17,0,0,0.0,11.99,521.0,4.4,inf
17,5b4aa4ead3089013507db19c,NETHERLAND,http://www.amazon.com/Netherland-A-Novel-Joseph-ONeill/dp/0307377040?tag=NYTBS-20,Joseph O'Neill,Knopf Publishing Group,A Dutchman deserted by his wife after 9/11 finds solace in New York’s immigrant cricket scene.,2008-06-08,2008-05-24,18,0,0,0.0,11.99,242.0,3.5,inf
18,5b4aa4ead3089013507db19d,THE APPEAL,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,John Grisham,Doubleday Publishing,Political and legal intrigue ensue when a Mississippi court rules against a company accused of dumping toxic waste.,2008-06-08,2008-05-24,19,0,0,0.0,9.99,1257.0,3.5,inf
19,5b4aa4ead3089013507db19e,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL,http://www.amazon.com/Indiana-Jones-Kingdom-Crystal-Skull/dp/0345501284?tag=NYTBS-20,James Rollins,Random House Publishing Group,,2008-06-08,2008-05-24,20,0,0,0.0,16.0,36.0,4.1,inf
20,5b4aa4ead3089013507db19f,BLOOD NOIR,http://www.amazon.com/Blood-Anita-Blake-Vampire-Hunter/dp/0515146374?tag=NYTBS-20,Laurell K Hamilton,Berkley,The vampire hunter Anita Blake is involved in a scandal that threatens the master vampire Jean-Claude’s power.,2008-06-15,2008-05-31,1,0,1,25.95,8.99,518.0,3.4,34.64
21,5b4aa4ead3089013507db1a4,CHASING HARRY WINSTON,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,Lauren Weisberger,Simon & Schuster,"Three glamorous friends, New York women nearing 30, vow to change their lives.",2008-06-15,2008-05-31,6,0,1,25.95,11.99,301.0,3.1,46.2
22,5b4aa4ead3089013507db1a6,DEVIL MAY CARE,http://www.amazon.com/Devil-Care-James-Bond-Novel/dp/0385524285?tag=NYTBS-20,Sebastian Faulks,Doubleday,This continuation of the James Bond franchise finds Bond tracking a dangerous pharmaceutical executive amid cold war tensions with the help of a beautiful girl.,2008-06-15,2008-05-31,8,0,1,24.95,7.99,169.0,3.5,32.02
23,5b4aa4ead3089013507db1a9,SHADOW OF POWER,http://www.amazon.com/Shadow-Power-Paul-Madriani-Novel/dp/B001OW5OR2?tag=NYTBS-20,Steve Martini,Morrow,The lawyer Paul Madriani searches for a missing letter from Thomas Jefferson that might explain a scholar’s murder.,2008-06-15,2008-05-31,11,0,1,26.95,7.49,153.0,3.8,27.79
24,5b4aa4ead3089013507db1af,BLUE SMOKE AND MURDER,http://www.amazon.com/Blue-Smoke-Murder-Elizabeth-Lowell/dp/0060829869?tag=NYTBS-20,Elizabeth Lowell,HarperCollins Publishers,,2008-06-15,2008-05-31,17,0,0,0.0,5.99,81.0,3.9,inf
25,5b4aa4ead3089013507db1b1,THE ENCHANTRESS OF FLORENCE,http://www.amazon.com/The-Enchantress-Florence-A-Novel/dp/0679640517?tag=NYTBS-20,Salman Rushdie,Random House Publishing Group,,2008-06-15,2008-05-31,19,0,0,0.0,13.99,177.0,3.7,inf
26,5b4aa4ead3089013507db1b3,NOTHING TO LOSE,http://www.amazon.com/Nothing-Lose-Jack-Reacher-No/dp/0440245583?tag=NYTBS-20,Lee Child,Delacorte,Jack Reacher exposes the secrets of a Colorado town.,2008-06-22,2008-06-07,1,0,1,27.0,9.99,1982.0,3.9,37.0
27,5b4aa4ead3089013507db1b5,PLAGUE SHIP,http://www.amazon.com/Plague-Ship-The-Oregon-Files/dp/0425226697?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Putnam,Juan Cabrillo and the crew of the Oregon must determine what happened on a cruise ship full of dead bodies.,2008-06-22,2008-06-07,3,0,1,26.95,4.99,310.0,4.5,18.52
28,5b4aa4ead3089013507db1bb,DEATH AND HONOR,http://www.amazon.com/Death-Honor-Bound-Book/dp/0515146382?tag=NYTBS-20,W E B Griffin and William E Butterworth IV,Putnam,A Marine pilot spies in  Argentina in 1943; the fourth book in the Honor Bound series.,2008-06-22,2008-06-07,9,0,1,26.95,9.99,191.0,4.4,37.07
29,5b4aa4ead3089013507db1c2,THE SPIES OF WARSAW,http://www.amazon.com/The-Spies-Warsaw-A-Novel/dp/0812977378?tag=NYTBS-20,Alan Furst,Random House,Intrigue in Poland just before World War II.,2008-06-22,2008-06-07,16,0,1,25.0,12.99,262.0,4.3,51.96
30,5b4aa4ead3089013507db1c3,THE GARDEN OF LAST DAYS,http://www.amazon.com/The-Garden-Last-Days-Novel/dp/0393041654?tag=NYTBS-20,Andre Dubus,"Norton & Company, Incorporated, W. W.",,2008-06-22,2008-06-07,17,0,0,0.0,9.99,168.0,3.6,inf
31,5b4aa4ead3089013507db1c5,RESOLUTION,http://www.amazon.com/Resolution-Robert-B-Parker/dp/0425227995?tag=NYTBS-20,Robert B Parker,Penguin Group (USA) Incorporated,,2008-06-22,2008-06-07,19,0,0,0.0,9.99,225.0,4.2,inf
32,5b4aa4ead3089013507db1c7,SAIL,http://www.amazon.com/Sail-James-Patterson/dp/0446536105?tag=NYTBS-20,James Patterson and Howard Roughan,"Little, Brown",A sailing vacation turns into a disaster when someone attempts to destroy a family.,2008-06-29,2008-06-14,1,0,1,27.99,7.99,468.0,3.9,28.55
33,5b4aa4ead3089013507db1cd,THE BROKEN WINDOW,http://www.amazon.com/The-Broken-Window-Lincoln-Rhyme/dp/1416549986?tag=NYTBS-20,Jeffery Deaver,Simon & Schuster,Detectives Lincoln Rhyme and Amelia Sachs come up against a criminal who uses identity theft to frame innocent people for murdering his victims.,2008-06-29,2008-06-14,7,0,1,26.95,9.99,463.0,4.5,37.07
34,5b4aa4ead3089013507db1cf,MARRIED LOVERS,http://www.amazon.com/Married-Lovers-Jackie-Collins/dp/0312341814?tag=NYTBS-20,Jackie Collins,St. Martin’s,An affair between a beautiful personal trainer and a producer married to Hollywood royalty leads to ­murder.,2008-06-29,2008-06-14,9,0,1,26.95,9.99,90.0,4.2,37.07
35,5b4aa4ead3089013507db1d4,THE STORY OF EDGAR SAWTELLE,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,David Wroblewski,Ecco,A young mute who can communicate with dogs his family raises takes refuge with three of them in the Wisconsin woods after his uncle murders his father.,2008-06-29,2008-06-14,14,0,1,25.95,8.99,2573.0,3.8,34.64
36,5b4aa4ead3089013507db1d9,THE BRIEF WONDROUS LIFE OF OSCAR WAO,http://www.amazon.com/The-Brief-Wondrous-Life-Oscar/dp/1594483299?tag=NYTBS-20,Junot Díaz,Riverhead,A nerdy Dominican-American struggles to escape a family curse.,2008-06-29,2008-06-14,19,0,0,0.0,12.99,1556.0,4.0,inf
37,5b4aa4ead3089013507db1db,FEARLESS FOURTEEN,http://www.amazon.com/Fearless-Fourteen-Janet-Evanovich/dp/0312349513?tag=NYTBS-20,Janet Evanovich,St. Martin’s,Stephanie Plum and her boyfriend Joe Morelli become involved when his cousin’s bank robbery goes bad.,2008-07-06,2008-06-21,1,0,1,27.95,8.99,1041.0,4.4,32.16
38,5b4aa4ead3089013507db1e4,NO CHOICE BUT SEDUCTION,http://www.amazon.com/No-Choice-But-Seduction-Malory/dp/1416537333?tag=NYTBS-20,Johanna Lindsey,Pocket Books,"Sir Anthony Malory’s daughter is kidnapped, with repercussions for Katey and Boyd Anderson.",2008-07-06,2008-06-21,10,0,1,25.0,7.99,362.0,4.1,31.96
39,5b4aa4ead3089013507db1e5,THE BEACH HOUSE,http://www.amazon.com/The-Beach-House-A-Novel/dp/0452295386?tag=NYTBS-20,Jane Green,"Viking, $24.95",A woman’s life changes when she rents out rooms in her Nantucket house.,2008-07-06,2008-06-21,11,0,1,0.0,8.99,521.0,4.1,inf
40,5b4aa4ead3089013507db1f1,TAILSPIN,http://www.amazon.com/TailSpin-FBI-Thriller-Catherine-Coulter/dp/051514648X?tag=NYTBS-20,Catherine Coulter,Putnam,Dillon Savich and Lacey Sherlock — F.B.I. agents as well as husband and wife — come to the aid of a colleague protecting a Washington psychiatrist who has been disclosing secrets about his powerful patients.,2008-07-13,2008-06-28,3,0,1,25.95,8.99,256.0,4.4,34.64
41,5b4aa4ead3089013507db1f2,ROGUE,http://www.amazon.com/Rogue-Danielle-Steel/dp/0440243297?tag=NYTBS-20,Danielle Steel,Delacorte,"A divorced doctor on the verge of marriage to a kind new man faces a quandary when her exasperating ex-husband, a dot-com millionaire, wants her to work with him on a humanitarian project.",2008-07-13,2008-06-28,4,0,1,27.0,7.99,192.0,4.3,29.59
42,5b4aa4ead3089013507db1f5,THE LAST ORACLE,http://www.amazon.com/The-Last-Oracle-Sigma-Force/dp/0061230952?tag=NYTBS-20,James Rollins,Morrow,Sigma Force operatives battle a group of rogue scientists.,2008-07-13,2008-06-28,7,0,1,26.95,9.99,412.0,4.5,37.07
43,5b4aa4ead3089013507db1fd,AMERICA AMERICA,http://www.amazon.com/America-A-Novel-Ethan-Canin/dp/0679456805?tag=NYTBS-20,Ethan Canin,Random House,A boy becomes entangled with a powerful family in upstate New York in the early 1970s.,2008-07-13,2008-06-28,15,0,1,27.0,11.99,97.0,3.9,44.41
44,5b4aa4ead3089013507db202,QUEEN OF BABBLE GETS HITCHED,http://www.amazon.com/Queen-Babble-Gets-Hitched-Cabot/dp/006085202X?tag=NYTBS-20,Meg Cabot,HarperCollins Publishers,,2008-07-13,2008-06-28,20,0,0,0.0,9.49,78.0,3.5,inf
45,5b4aa4ead3089013507db203,THE LAST PATRIOT,http://www.amazon.com/The-Last-Patriot-A-Thriller/dp/1416543848?tag=NYTBS-20,Brad Thor,Atria,"Scot Harvath, a Homeland Security superagent, searches for an ancient secret that could defeat Islamic militants.",2008-07-20,2008-07-05,1,0,1,26.0,8.99,631.0,4.5,34.58
46,5b4aa4ead3089013507db209,CHASING DARKNESS,http://www.amazon.com/Chasing-Darkness-Elvis-Novel-Novels/dp/0743281640?tag=NYTBS-20,Robert Crais,Simon & Schuster,he Los Angeles private eye Elvis Cole responsible for the release of a serial killer?,2008-07-20,2008-07-05,7,0,1,25.95,8.99,583.0,4.5,34.64
47,5b4aa4ead3089013507db20b,DEATH ANGEL,http://www.amazon.com/Death-Angel-Novel-Linda-Howard/dp/0345486552?tag=NYTBS-20,Linda Howard,Ballantine,A crime lord’s former mistress cooperates with the F.B.I.,2008-07-20,2008-07-05,9,0,1,26.0,7.99,260.0,4.2,30.73
48,5b4aa4ead3089013507db215,A SUMMER AFFAIR,http://www.amazon.com/A-Summer-Affair-Novel/dp/B003P2VBNU?tag=NYTBS-20,Elin Hilderbrand,Little Brown & Company,A successful married artist is attracted to a billionaire on Nantucket.,2008-07-20,2008-07-05,19,0,0,0.0,7.99,241.0,3.7,inf
49,5b4aa4ead3089013507db217,TRIBUTE,http://www.amazon.com/Tribute-Nora-Roberts/dp/0515146366?tag=NYTBS-20,Nora Roberts,Putnam,"A former child star returns to Virginia to rehabilitate the farm owned by her grandmother, an actress who died mysteriously.",2008-07-27,2008-07-12,1,0,1,26.95,7.99,395.0,4.4,29.65
50,5b4aa4ead3089013507db21b,SWAN PEAK,http://www.amazon.com/Swan-Peak-Dave-Robicheaux-No/dp/1416548548?tag=NYTBS-20,James Lee Burke,Simon & Schuster,The Louisiana detective Dave Robicheaux can’t escape trouble on his Montana vacation.,2008-07-27,2008-07-12,5,0,1,25.95,9.99,253.0,4.4,38.5
51,5b4aa4ead3089013507db225,SILENT THUNDER,http://www.amazon.com/Silent-Thunder-Iris-Johansen/dp/0312368003?tag=NYTBS-20,Iris Johansen and Roy Johansen,St. Martin’s,A decommissioned Soviet submarine holds a deadly secret.,2008-07-27,2008-07-12,15,0,1,24.95,7.99,80.0,4.1,32.02
52,5b4aa4ead3089013507db22d,RULES OF DECEPTION,http://www.amazon.com/Rules-Deception-Christopher-Reich/dp/0307387828?tag=NYTBS-20,Christopher Reich,Doubleday,The death of a surgeon’s wife draws him into a world of espionage and terrorism.,2008-08-03,2008-07-19,3,0,1,27.95,4.99,196.0,4.0,17.85
53,5b4aa4ead3089013507db232,JUST TOO GOOD TO BE TRUE,http://www.amazon.com/Just-Too-Good-Be-True/dp/0385492723?tag=NYTBS-20,E Lynn Harris,Double­day,"Secrets threaten the relationship between a mother, a successful Atlanta entrepreneur, and her son, a college football player who is bound for the N.F.L.",2008-08-03,2008-07-19,8,0,1,24.95,11.99,137.0,4.1,48.06
54,5b4aa4ead3089013507db236,SAY GOODBYE,http://www.amazon.com/Say-Goodbye-FBI-Profiler-Novel/dp/0553588095?tag=NYTBS-20,Lisa Gardner,Bantam,An F.B.I. agent tracks a serial killer who uses spiders as a weapon.,2008-08-03,2008-07-19,12,0,1,25.0,7.99,368.0,4.2,31.96
55,5b4aa4ead3089013507db239,KILLER VIEW,http://www.amazon.com/Killer-View-Fleming-Ridley-Pearson/dp/0515146498?tag=NYTBS-20,Ridley Pearson,Putnam,"A sheriff in Sun Valley, Idaho, investigates a series of crimes against a backdrop of conflict between wealthy vacationers and locals.",2008-08-03,2008-07-19,15,0,1,24.95,9.99,50.0,4.1,40.04
56,5b4aa4ead3089013507db23c,A THOUSAND SPLENDID SUNS,http://www.amazon.com/Thousand-Splendid-Suns-Khaled-Hosseini/dp/159448385X?tag=NYTBS-20,Khaled Hosseini,Riverhead,A friendship between two Afghan women — born a generation apart and with very different ideas about love and family — against the backdrop of 30 years of war.,2008-08-03,2008-07-19,18,0,0,0.0,1.99,4704.0,4.7,inf
57,5b4aa4ead3089013507db23f,THE SECRET SERVANT,http://www.amazon.com/Secret-Servant-Gabriel-Allon-Novels/dp/0451224507?tag=NYTBS-20,Daniel Silva,Putnam,"Gabriel Allon, an art restorer and an occasional spy for the Israeli secret service, uncovers a Russian arms sales plot.",2008-08-10,2008-07-26,1,0,1,26.95,9.99,828.0,4.7,37.07
58,5b4aa4ead3089013507db245,INTO THE FIRE,http://www.amazon.com/Into-Fire-Troubleshooters-Book-13/dp/0345501535?tag=NYTBS-20,Suzanne Brockmann,Ballantine,A former employee of an elite security company comes out of hiding to confront a murderous neo-Nazi group.,2008-08-10,2008-07-26,7,0,1,25.0,7.99,127.0,4.3,31.96
59,5b4aa4ead3089013507db246,DAMAGE CONTROL,http://www.amazon.com/Damage-Control-Joanna-Brady-Mysteries/dp/0060746769?tag=NYTBS-20,J A Jance,Morrow,An elderly couple’s suicide-by-accident in the mountains is not what it appears; the 13th Joanna Brady mystery.,2008-08-10,2008-07-26,8,0,1,25.95,9.99,241.0,4.6,38.5
60,5b4aa4ead3089013507db250,BY SCHISM RENT ASUNDER,http://www.amazon.com/Schism-Rent-Asunder-David-Weber/dp/0765315017?tag=NYTBS-20,David Weber,Tor,,2008-08-10,2008-07-26,18,0,0,0.0,8.99,203.0,4.2,inf
61,5b4aa4ead3089013507db254,THE BOURNE SANCTION,http://www.amazon.com/Bourne-Sanction-Eric-Van-Lustbader/dp/B002GPYJ8Q?tag=NYTBS-20,Eric Van Lustbader,Grand Central,Robert Ludlum’s character Jason Bourne pursues the leader of a Muslim terrorist group.,2008-08-17,2008-08-02,2,0,1,25.99,2.09,176.0,3.9,8.04
62,5b4aa4ead3089013507db257,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,Mary Ann Shaffer and Annie Barrows,Dial,"After World War II, a journalist travels to the island of Guernsey to meet residents who resisted the Nazi occupation.",2008-08-17,2008-08-02,5,0,1,22.0,12.99,4907.0,4.7,59.05
63,5b4aa4ead3089013507db259,THE LACE READER,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,Brunonia Barry,Morrow,Secrets of a family of Salem women who foresee the future.,2008-08-17,2008-08-02,7,0,1,24.95,9.99,633.0,4.0,40.04
64,5b4aa4ead3089013507db25f,THE CLONE WARS,http://www.amazon.com/The-Clone-Wars-Star/dp/034550898X?tag=NYTBS-20,Karen Traviss,Del Rey,"In the years before “Revenge of the Sith,” the Republic does battle with an army of cloned soldiers; a “Star Wars” novel.",2008-08-17,2008-08-02,13,0,1,20.0,9.99,75.0,4.2,49.95
65,5b4aa4ead3089013507db261,FRACTURED,http://www.amazon.com/Fractured-Karin-Slaughter/dp/0385341954?tag=NYTBS-20,Karin Slaughter,Delacorte,An Atlanta detective pursue’s a teenage girl’s killer.,2008-08-17,2008-08-02,15,0,1,25.0,9.99,454.0,4.5,39.96
66,5b4aa4ead3089013507db267,ACHERON,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,Sherrilyn Kenyon,St. Martin’s,Book 12 of the Dark-Hunter paranormal series.,2008-08-24,2008-08-09,1,0,1,24.95,8.99,1163.0,4.7,36.03
67,5b4aa4ead3089013507db26f,FOREIGN BODY,http://www.amazon.com/Foreign-Body-Robin-Cook/dp/0425228959?tag=NYTBS-20,Robin Cook,Putnam,A medical student investigates a rising number of deaths among medical tourists at foreign hospitals.,2008-08-24,2008-08-09,9,0,1,25.95,8.99,116.0,3.1,34.64
68,5b4aa4ead3089013507db272,THE ASSASSIN,http://www.amazon.com/The-Assassin-Novel-Stephen-Coonts/dp/031299446X?tag=NYTBS-20,Stephen Coonts,St. Martin’s,A top Qaeda terrorist pursues the Western leaders who are trying to defeat him.,2008-08-24,2008-08-09,12,0,1,0.0,9.99,119.0,4.2,inf
69,5b4aa4ead3089013507db274,THE GARGOYLE,http://www.amazon.com/The-Gargoyle-Andrew-Davidson/dp/0385524943?tag=NYTBS-20,Andrew Davidson,Doubleday,A hideously burned man is cared for by a sculptress who claims they were lovers seven centuries ago.,2008-08-24,2008-08-09,14,0,1,25.95,9.99,591.0,4.5,38.5
70,5b4aa4ead3089013507db27b,SMOKE SCREEN,http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,Sandra Brown,Simon & Schuster,"Scandalous deaths thwart the investigation of a fatal fire at police headquarters in Charleston, S.C.",2008-08-31,2008-08-16,1,0,1,26.95,8.99,312.0,4.5,33.36
71,5b4aa4ead3089013507db282,THE MERCEDES COFFIN,http://www.amazon.com/The-Mercedes-Coffin-Decker-Lazarus/dp/0061227374?tag=NYTBS-20,Faye Kellerman,Morrow,Decker and Lazarus investigate cases of murder victims found in Mercedes-Benz trunks.,2008-08-31,2008-08-16,8,0,1,25.95,9.99,143.0,3.6,38.5
72,5b4aa4ead3089013507db283,OFF SEASON,http://www.amazon.com/Off-Season-Anne-Rivers-Siddons-ebook/dp/B0015DTUYI?tag=NYTBS-20,Anne Rivers Siddons,Grand Central,A widow returns to her hometown in Maine to regather the strands of her life.,2008-08-31,2008-08-16,9,0,1,24.95,9.99,239.0,3.6,40.04
73,5b4aa4ead3089013507db286,THE 19TH WIFE,http://www.amazon.com/The-19th-Wife-A-Novel/dp/1400063973?tag=NYTBS-20,David Ebershoff,Random House,A tale of Mormon outcasts past and present: a wife of Brigham Young and a son of a murdered polygamist.,2008-08-31,2008-08-16,12,0,1,26.0,9.99,785.0,3.9,38.42
74,5b4aa4ead3089013507db28f,THE FORCE UNLEASHED,http://www.amazon.com/The-Force-Unleashed-Star-Wars/dp/0345499026?tag=NYTBS-20,Sean Williams,Del Rey,An apprentice to Darth Vader is dispatched to kill the last of his master’s enemies; a “Star Wars” novel.,2008-09-07,2008-08-23,1,0,1,26.0,7.99,926.0,4.2,30.73
75,5b4aa4ead3089013507db29a,BEING ELIZABETH,http://www.amazon.com/Being-Elizabeth-Barbara-Taylor-Bradford/dp/0312354630?tag=NYTBS-20,Barbara Taylor Bradford,St. Martin’s,A 25-year-old newly in control of her family’s corporate empire faces tough choices in business and in love.,2008-09-07,2008-08-23,12,0,1,27.95,7.99,93.0,3.6,28.59
76,5b4aa4ead3089013507db29d,ROUGH JUSTICE,http://www.amazon.com/Rough-Justice-Jack-Higgins/dp/0425228630?tag=NYTBS-20,Jack Higgins,Putnam,Violence and intrigue await an American agent in Kosovo.,2008-09-07,2008-08-23,15,0,1,25.95,9.99,75.0,4.3,38.5
77,5b4aa4ead3089013507db2a3,DEVIL BONES,http://www.amazon.com/Devil-Bones-Temperance-Brennan-Novels/dp/0743294386?tag=NYTBS-20,Kathy Reichs,Scribner,"In the 11th Temperance Brennan mystery, the forensic anthropologist must identify two victims of voodoo and devil worship.",2008-09-14,2008-08-30,1,0,1,25.95,7.99,306.0,4.3,30.79
78,5b4aa4ead3089013507db2a4,THE GYPSY MORPH,http://www.amazon.com/Gypsy-Morph-Genesis-Shannara-Book/dp/0345484142?tag=NYTBS-20,Terry Brooks,Del Rey/ Ballantine,"In the third volume of the Genesis of Shannara series, champions of the Word and the Void clash.",2008-09-14,2008-08-30,2,0,1,27.0,7.99,242.0,4.5,29.59
79,5b4aa4ead3089013507db2a6,SILKS,http://www.amazon.com/Silks-Dick-Francis/dp/0399155333?tag=NYTBS-20,Dick Francis and Felix Francis,Putnam,A British defense lawyer and amateur jockey reluctantly represents another jockey who seems to be guilty of murder.,2008-09-14,2008-08-30,4,0,1,25.95,6.99,164.0,4.3,26.94
80,5b4aa4ead3089013507db2b2,THE LAUGHTER OF DEAD KINGS,http://www.amazon.com/Laughter-Dead-Kings-Vicky-Bliss/dp/0061246247?tag=NYTBS-20,Elizabeth Peters,Morrow,The art historian and sleuth Vicky Bliss must discover who stole an Egyptian relic.,2008-09-14,2008-08-30,16,0,1,25.95,3.46,129.0,4.2,13.33
81,5b4aa4ead3089013507db2b3,JUST BREATHE,http://www.amazon.com/Just-Breathe-Susan-Wiggs/dp/077832656X?tag=NYTBS-20,Susan Wiggs,Mira,"Her marriage broken, the author of a syndicated comic strip flees to California, where romance and surprise await.",2008-09-14,2008-08-30,17,0,0,0.0,7.99,183.0,4.3,inf
