,nyt_id,title,Amazon_url,author,publisher,description,published_date,bestseller_date,rank,rank_last_week,weeks_on_list,NYT_Price,Amazon_Price,Amazon_reviews,Amazon_rating,Amazon_Discount%
634,5b4aa4ead3089013507dbc53,THE INNER CIRCLE,http://www.amazon.com/The-Inner-Circle-Brad-Meltzer-ebook/dp/B0047Y174I?tag=NYTBS-20,Brad Meltzer,Grand Central,An archivist discovers a book that once belonged to George Washington and conceals a deadly secret.,2011-01-30,2011-01-16,1,0,1,26.99,7.99,799.0,3.8,29.6
635,5b4aa4ead3089013507dbc54,THE SENTRY,http://www.amazon.com/The-Sentry-Joe-Pike-Novels/dp/0399157077?tag=NYTBS-20,Robert Crais,Putnam,"Joe Pike and Elvis Cole, Hollywood private eyes, try to help a woman who is not as innocent as she appears.",2011-01-30,2011-01-16,2,0,1,26.95,9.99,420.0,4.5,37.07
636,5b4aa4ead3089013507dbc63,LEFT NEGLECTED,http://www.amazon.com/Left-Neglected-Lisa-Genova/dp/1439164630?tag=NYTBS-20,Lisa Genova,Gallery,,2011-01-30,2011-01-16,17,0,0,0.0,21.25,997.0,4.5,inf
637,5b4aa4ead3089013507dbc64,THE LAKE OF DREAMS,http://www.amazon.com/The-Lake-Dreams-A-Novel/dp/0670022179?tag=NYTBS-20,Kim Edwards,Viking,,2011-01-30,2011-01-16,18,0,0,0.0,9.2,209.0,3.7,inf
638,5b4aa4ead3089013507dbc67,SHADOWFEVER,http://www.amazon.com/Shadowfever-Karen-Marie-Moning/dp/0385341679?tag=NYTBS-20,Karen Marie Moning,Delacorte,"Hunting for her sister’s murderer, MacKayla Lane is caught up in the struggle between humans and the Fae.",2011-02-06,2011-01-23,1,0,1,26.0,7.99,1207.0,4.7,30.73
639,5b4aa4ead3089013507dbc68,STRATEGIC MOVES,http://www.amazon.com/Strategic-Moves-Stone-Barrington-Book/dp/0399157115?tag=NYTBS-20,Stuart Woods,Putnam,"In the 19th Stone Barrington novel, the New York lawyer works with the C.I.A. to transport a fugitive.",2011-02-06,2011-01-23,2,0,1,25.95,11.99,246.0,4.0,46.2
640,5b4aa4ead3089013507dbc6c,CALL ME IRRESISTIBLE,http://www.amazon.com/Call-Me-Irresistible-A-Novel/dp/0061351520?tag=NYTBS-20,Susan Elizabeth Phillips,William Morrow/HarperCollins,"In a small town in Texas, characters from Phillips’s earlier novels reappear as a woman persuades a friend to call off her wedding to the town’s popular mayor.",2011-02-06,2011-01-23,6,0,1,25.99,7.49,317.0,4.2,28.82
641,5b4aa4ead3089013507dbc7b,TICK TOCK,http://www.amazon.com/Tick-Tock-Michael-Bennett-Book-ebook/dp/B0047Y16MG?tag=NYTBS-20,James Patterson and Michael Ledwidge,"Little, Brown",The New York detective Michael Bennett enlists the help of a former colleague to solve a rash of horrifying crimes that are throwing the city into chaos.,2011-02-13,2011-01-30,1,0,1,27.99,9.99,664.0,4.5,35.69
642,5b4aa4ead3089013507dbc87,THE RED GARDEN,http://www.amazon.com/The-Red-Garden-Alice-Hoffman/dp/0307393879?tag=NYTBS-20,Alice Hoffman,Crown,A mysterious garden offers the key to understanding a small Massachusetts town through 300 years of passionate history.,2011-02-13,2011-01-30,13,0,1,25.0,14.65,528.0,4.1,58.6
643,5b4aa4ead3089013507dbc8a,ELECTRIC BARRACUDA,http://www.amazon.com/Electric-Barracuda-Novel-Tim-Dorsey/dp/0061876895?tag=NYTBS-20,Tim Dorsey,Morrow/HarperCollins,"In Florida, a police task force is sent to track down the vigilante serial killer Serge Storms.",2011-02-13,2011-01-30,16,0,1,24.99,19.99,129.0,4.5,79.99
644,5b4aa4ead3089013507dbc8c,THE WEIRD SISTERS,http://www.amazon.com/The-Weird-Sisters-Eleanor-Brown/dp/0399157220?tag=NYTBS-20,Eleanor Brown,Amy Einhorn,"Three sisters from a highbrow family return home, each with a secret she’s unwilling to share.",2011-02-13,2011-01-30,18,0,0,0.0,14.87,653.0,3.8,inf
645,5b4aa4ead3089013507dbc94,FATAL ERROR,http://www.amazon.com/Fatal-Error-Novel-J-A-Jance/dp/1416566376?tag=NYTBS-20,JA Jance,Touchstone/Simon & Schuster,"After the murder of a cyber-sociopath, Ali Reynolds is drawn into a web of online intrigue.",2011-02-20,2011-02-05,6,0,1,25.99,9.99,1086.0,4.3,38.44
646,5b4aa4ead3089013507dbc9a,BLACKVEIL,http://www.amazon.com/Blackveil-Book-Four-Green-Rider/dp/0756406609?tag=NYTBS-20,Kristen Britain,Daw,A contingent of Arcosian descendants plan to bring Sacoridia to its knees. The fourth book of the Green Rider series.,2011-02-20,2011-02-05,12,0,1,25.95,28.9,270.0,4.1,111.37
647,5b4aa4ead3089013507dbc9e,THOUGH NOT DEAD,http://www.amazon.com/Though-Not-Dead-Shugak-Mysteries/dp/0312559119?tag=NYTBS-20,Dana Stabenow,Minotaur,The Alaskan investigator Kate Shugak becomes embroiled in a deadly treasure hunt involving her own family’s secrets.,2011-02-20,2011-02-05,16,0,1,25.99,8.7,179.0,4.6,33.47
648,5b4aa4ead3089013507dbca4,A DISCOVERY OF WITCHES,http://www.amazon.com/Discovery-Witches-Novel-Souls-Trilogy/dp/0143119680?tag=NYTBS-20,Deborah Harkness,Viking,The recovery of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.,2011-02-27,2011-02-12,2,0,1,28.95,10.99,6038.0,4.4,37.96
649,5b4aa4ead3089013507dbca8,THE SECRET SOLDIER,http://www.amazon.com/Secret-Soldier-John-Wells-Novel/dp/0399157085?tag=NYTBS-20,Alex Berenson,Putnam,"When the king of Saudi Arabia is threatened, the former C.I.A. operative John Wells goes undercover to help.",2011-02-27,2011-02-12,6,0,1,25.95,10.62,192.0,4.4,40.92
650,5b4aa4ead3089013507dbcab,A RED HERRING WITHOUT MUSTARD,http://www.amazon.com/Red-Herring-Without-Mustard-Flavia-ebook/dp/B004C43FTS?tag=NYTBS-20,Alan Bradley,Delacorte,"The 11-year-old sleuth Flavia de Luce uses her scientific knowledge to solve, among other crimes, the murder of a poacher, the disappearance of an infant and a brutal attack on an old Gypsy woman.",2011-02-27,2011-02-12,9,0,1,23.0,,352.0,4.6,
651,5b4aa4ead3089013507dbcae,SWAMPLANDIA!,http://www.amazon.com/Swamplandia-Karen-Russell/dp/0307263991?tag=NYTBS-20,Karen Russell,Knopf,The pleasures and miseries of life at a failing alligator theme park in the Everglades.,2011-02-27,2011-02-12,12,0,1,24.95,6.12,707.0,3.2,24.53
652,5b4aa4ead3089013507dbcc0,A HEARTBEAT AWAY,http://www.amazon.com/A-Heartbeat-Away-Michael-Palmer-ebook/dp/B00457X86M?tag=NYTBS-20,Michael Palmer,St. Martin’s,A terrorist group unleashes a deadly virus in the Capitol on the night of the State of the Union address.,2011-03-06,2011-02-19,10,0,1,27.99,7.99,183.0,3.9,28.55
653,5b4aa4ead3089013507dbcc8,THE TWELFTH INSIGHT,http://www.amazon.com/The-Twelfth-Insight-Hour-Decision/dp/0446575968?tag=NYTBS-20,James Redfield,Grand Central,,2011-03-06,2011-02-19,18,0,0,0.0,15.42,192.0,4.6,inf
654,5b4aa4ead3089013507dbccb,TREACHERY IN DEATH,http://www.amazon.com/Treachery-Death-J-D-Robb/dp/0425242617?tag=NYTBS-20,J D Robb,Putnam,"Eve Dallas and her partner, Peabody, investigate a grocer’s murder.",2011-03-13,2011-02-26,1,0,1,26.95,7.19,556.0,4.7,26.68
655,5b4aa4ead3089013507dbccc,PALE DEMON,http://www.amazon.com/Pale-Demon-The-Hollows-Book-ebook/dp/B004A9037C?tag=NYTBS-20,Kim Harrison,Harper Voyager/HarperCollins,The witch Rachel Morgan has three days to clear her name; Book 9 in the Hollows series.,2011-03-13,2011-02-26,2,0,1,26.99,,551.0,4.7,
656,5b4aa4ead3089013507dbccd,GIDEON’S SWORD,http://www.amazon.com/Gideons-Sword-Douglas-Preston/dp/0446564311?tag=NYTBS-20,Douglas Preston and Lincoln Child,Grand Central,Gideon Crew avenges his father’s death and is sent on a mission by a government contractor.,2011-03-13,2011-02-26,3,0,1,26.99,,561.0,,
657,5b4aa4ead3089013507dbcd1,THE UNION QUILTERS,http://www.amazon.com/The-Union-Quilters-Quilts-Hardcover/dp/0525952039?tag=NYTBS-20,Jennifer Chiaverini,Dutton,Members of a quilting circle protect their homes and families during the Civil War; an Elm Creek Quilts novel.,2011-03-13,2011-02-26,7,0,1,24.95,11.99,197.0,4.3,48.06
658,5b4aa4ead3089013507dbcd3,THE PARIS WIFE,http://www.amazon.com/The-Paris-Wife-A-Novel-ebook/dp/B004DEPELY?tag=NYTBS-20,Paula McLain,Ballantine,"Ernest Hemingway’s first wife, Hadley, narrates this novel set in Paris.",2011-03-13,2011-02-26,9,0,1,25.0,11.99,3109.0,4.3,47.96
659,5b4aa4ead3089013507dbcd4,NIGHT VISION,http://www.amazon.com/Night-Vision-Randy-Wayne-White/dp/0399157050?tag=NYTBS-20,Randy Wayne White,Putnam,Doc Ford must find a young girl from Guatemala who disappears after witnessing a murder.,2011-03-13,2011-02-26,10,0,1,25.95,5.21,192.0,3.4,20.08
660,5b4aa4ead3089013507dbcd5,DEVIL'S FOOD CAKE MURDER,http://www.amazon.com/Devils-Murder-Hannah-Swensen-Mysteries/dp/0758234910?tag=NYTBS-20,Joanne Fluke,Kensington,Hannah Swensen discovers that a dead clergyman was not all he seemed; recipes included.,2011-03-13,2011-02-26,11,0,1,24.0,6.99,343.0,4.2,29.12
661,5b4aa4ead3089013507dbcdf,THE WISE MAN'S FEAR,http://www.amazon.com/The-Wise-Mans-Fear-Kingkiller/dp/0756407125?tag=NYTBS-20,Patrick Rothfuss,DAW,"In this sequel to “The Name of the Wind,” the magician Kvothe continues to narrate his fantastical life story.",2011-03-20,2011-03-05,1,0,1,29.95,15.2,5446.0,4.6,50.75
662,5b4aa4ead3089013507dbce0,SING YOU HOME,http://www.amazon.com/Sing-You-Home-Jodi-Picoult/dp/1439102732?tag=NYTBS-20,Jodi Picoult,Atria,Picoult takes on the issue of gay rights in this novel about a music therapist who desperately wants a child; CD of songs included.,2011-03-20,2011-03-05,2,0,1,28.0,7.99,894.0,4.1,28.54
663,5b4aa4ead3089013507dbce1,RIVER MARKED,http://www.amazon.com/River-Marked-Mercy-Thompson-Book/dp/0441020003?tag=NYTBS-20,Patricia Briggs,Ace,"The shapeshifter Mercy Thompson and her mate, the Alpha werewolf Adam, must confront evil lurking in the Columbia River.",2011-03-20,2011-03-05,3,0,1,26.95,6.6,781.0,4.6,24.49
664,5b4aa4ead3089013507dbce2,MINDING FRANKIE,http://www.amazon.com/Minding-Frankie-Maeve-Binchy/dp/0307475492?tag=NYTBS-20,Maeve Binchy,Knopf,A motherless girl is cared for by a Dublin community.,2011-03-20,2011-03-05,4,0,1,26.95,7.99,751.0,4.4,29.65
665,5b4aa4ead3089013507dbcec,TWILIGHT’S DAWN,http://www.amazon.com/Twilights-Dawn-Black-Jewels-Trilogy/dp/0451463781?tag=NYTBS-20,Anne Bishop,Roc,The author of the Black Jewels novels returns to the Blood realm with four novellas.,2011-03-20,2011-03-05,14,0,1,25.95,8.99,194.0,4.3,34.64
666,5b4aa4ead3089013507dbcf1,THE NIGHT SEASON,http://www.amazon.com/The-Night-Season-Chelsea-Cain/dp/0312619766?tag=NYTBS-20,Chelsea Cain,Minotaur,,2011-03-20,2011-03-05,19,0,0,0.0,14.99,184.0,4.1,inf
667,5b4aa4ead3089013507dbcf3,THE JUNGLE,http://www.amazon.com/The-Jungle-Oregon-Files/dp/042524654X?tag=NYTBS-20,Clive Cussler with Jack Du Brul,Putnam,Juan Cabrillo and the crew of the Oregon undertake rescue operations from Afghanistan to Myanmar.,2011-03-27,2011-03-12,1,0,1,27.95,4.99,1609.0,4.3,17.85
668,5b4aa4ead3089013507dbcf7,LOVE YOU MORE,http://www.amazon.com/Love-You-More-Dectective-Detective/dp/0553591924?tag=NYTBS-20,Lisa Gardner,Bantam,"Detective D. D. Warren must solve the case of a dead husband, a battered wife and a missing child.",2011-03-27,2011-03-12,5,0,1,26.0,6.99,727.0,4.6,26.88
669,5b4aa4ead3089013507dbcfc,SILENT MERCY,http://www.amazon.com/Silent-Mercy-Linda-Fairstein/dp/0525952020?tag=NYTBS-20,Linda Fairstein,Dutton,"Alexandra Cooper, a Manhattan assistant district attorney, is called when a woman’s decapitated body is found burning on the steps of a Harlem church.",2011-03-27,2011-03-12,10,0,1,26.95,9.8,103.0,4.0,36.36
670,5b4aa4ead3089013507dbcfd,THE TIGER’S WIFE,http://www.amazon.com/The-Tigers-Wife-A-Novel/dp/0385343833?tag=NYTBS-20,Tea Obreht,Random House,"In an unnamed Balkan country, Natalia, a young doctor, investigates the mysterious circumstances surrounding her beloved grandfather’s death.",2011-03-27,2011-03-12,11,0,1,25.0,13.33,946.0,3.3,53.32
671,5b4aa4ead3089013507dbd01,ONE OF OUR THURSDAYS IS MISSING,http://www.amazon.com/One-Our-Thursdays-Is-Missing/dp/0670022527?tag=NYTBS-20,Jasper Fforde,Viking,"Literary detective Thursday Next disappears just as a genre war threatens the Bookworld, and a trip up the Metaphoric River reveals an evil plot involving the Men in Plaid.",2011-03-27,2011-03-12,15,0,1,25.95,5.99,126.0,4.1,23.08
672,5b4aa4ead3089013507dbd04,DARK PRINCE,http://www.amazon.com/Dark-Prince-Authors-Special-Edition/dp/0062009621?tag=NYTBS-20,Christine Feehan,Morrow,,2011-03-27,2011-03-12,18,0,0,0.0,15.45,1011.0,4.4,inf
673,5b4aa4ead3089013507dbd07,TOYS,http://www.amazon.com/Toys-James-Patterson/dp/0446571741?tag=NYTBS-20,James Patterson and Neil McMahon,"Little, Brown","Hays Baker, a top operative for the Agency of Change and a national hero, suddenly finds himself a hunted fugitive who must fight to save humans from extinction.",2011-04-03,2011-03-19,1,0,1,27.99,9.99,450.0,3.0,35.69
674,5b4aa4ead3089013507dbd18,THE INFORMATIONIST,http://www.amazon.com/The-Informationist-Thriller-Taylor-Stevens/dp/0307717097?tag=NYTBS-20,Taylor Stevens,Crown,"The information specialist Vanessa Munroe helps a Houston oilman find his daughter, who disappeared in Africa four years earlier.",2011-04-03,2011-03-19,18,0,0,0.0,16.76,537.0,4.3,inf
675,5b4aa4ead3089013507dbd1b,LIVE WIRE,http://www.amazon.com/Live-Myron-Bolitar-Harlan-Coben/dp/045123393X?tag=NYTBS-20,Harlan Coben,Dutton,Myron Bolitar’s search for a missing rock star leads to questions about his own missing brother.,2011-04-10,2011-03-26,1,0,1,27.95,9.99,556.0,4.2,35.74
676,5b4aa4ead3089013507dbd1d,THE SATURDAY BIG TENT WEDDING PARTY,http://www.amazon.com/The-Saturday-Tent-Wedding-Party/dp/0307472981?tag=NYTBS-20,Alexander McCall Smith,Pantheon,The 12th novel in the No. 1 Ladies’ Detective Agency series.,2011-04-10,2011-03-26,3,0,1,24.95,9.99,486.0,4.6,40.04
677,5b4aa4ead3089013507dbd1f,NIGHT ROAD,http://www.amazon.com/Night-Road-Kristin-Hannah/dp/0312364431?tag=NYTBS-20,Kristin Hannah,St. Martin's,Three teenagers make a calamitous decision that changes the course of their lives.,2011-04-10,2011-03-26,5,0,1,27.99,11.16,1403.0,4.6,39.87
678,5b4aa4ead3089013507dbd20,A LESSON IN SECRETS,http://www.amazon.com/Lesson-Secrets-Maisie-Dobbs-Novel/dp/0061727717?tag=NYTBS-20,Jacqueline Winspear,Harper/HarperCollins,"In the summer of 1932, Maisie Dobbs’s first assignment for the British secret service takes her undercover to Cambridge as a professor.",2011-04-10,2011-03-26,6,0,1,25.99,12.74,499.0,4.4,49.02
679,5b4aa4ead3089013507dbd24,COLD WIND,http://www.amazon.com/Cold-Wind-Joe-Pickett-Novel/dp/0425246914?tag=NYTBS-20,C J Box,Putnam,"Joe Pickett, a Wyoming game warden, must try to prove that his mother-in-law isn’t guilty of murdering her fifth husband.",2011-04-10,2011-03-26,10,0,1,25.95,6.99,534.0,4.6,26.94
680,5b4aa4ead3089013507dbd25,THE PEACH KEEPER,http://www.amazon.com/The-Peach-Keeper-A-Novel-ebook/dp/B004HFRJQC?tag=NYTBS-20,Sarah Addison Allen,Bantam,"Two women are thrust into an unlikely friendship when one of them restores a formerly grand Southern home, with plans to open an inn.",2011-04-10,2011-03-26,11,0,1,25.0,,683.0,4.3,
681,5b4aa4ead3089013507dbd26,BREAKING THE RULES,http://www.amazon.com/Breaking-Rules-A-Novel-Troubleshooters-ebook/dp/B004EEP99K?tag=NYTBS-20,Suzanne Brockmann,Ballantine,Izzy Zanella and his estranged wife are beginning to mend their marriage when they are caught up in the turmoil of a runaway fleeing a crime ring.,2011-04-10,2011-03-26,12,0,1,26.0,7.99,187.0,4.0,30.73
682,5b4aa4ead3089013507dbd27,DECEIVED,http://www.amazon.com/Deceived-Star-Wars-Republic-Vol/dp/0345511387?tag=NYTBS-20,Paul S Kemp,Ballantine,The second novel set in the Old Republic era and based on the “Star Wars” videogame from BioWare and LucasArts.,2011-04-10,2011-03-26,13,0,1,27.0,43.58,1247.0,4.2,161.41
683,5b4aa4ead3089013507dbd2e,DRAWING CONCLUSIONS,http://www.amazon.com/Drawing-Conclusions-Commissario-Guido-Brunetti/dp/0802119794?tag=NYTBS-20,Donna Leon,Atlantic Monthly Press,,2011-04-10,2011-03-26,20,0,0,0.0,9.32,234.0,4.2,inf
684,5b4aa4ead3089013507dbd2f,THE LAND OF PAINTED CAVES,http://www.amazon.com/THE-LAND-OF-PAINTED-CAVES-ebook/dp/B003O2SQO8?tag=NYTBS-20,Jean M Auel,Crown,"The latest volume in a series that began with “The Clan of the Cave Bear,” set during the ice age.",2011-04-17,2011-04-02,1,0,1,30.0,8.99,2874.0,3.5,29.97
685,5b4aa4ead3089013507dbd30,LOVER UNLEASHED,http://www.amazon.com/Lover-Unleashed-Black-Dagger-Brotherhood/dp/0451235118?tag=NYTBS-20,J R Ward,New American Library,Book 9 of the Black Dagger Brotherhood series.,2011-04-17,2011-04-02,2,0,1,27.95,1.99,1046.0,4.5,7.12
686,5b4aa4ead3089013507dbd31,MYSTERY,http://www.amazon.com/Mystery-An-Alex-Delaware-Novel/dp/0345505700?tag=NYTBS-20,Jonathan Kellerman,Ballantine,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis work on a grisly homicide case.,2011-04-17,2011-04-02,3,0,1,28.0,7.49,499.0,4.0,26.75
687,5b4aa4ead3089013507dbd34,THE TROUBLED MAN,http://www.amazon.com/The-Troubled-Man-Henning-Mankell/dp/0307477401?tag=NYTBS-20,Henning Mankell,Knopf,"In the final volume in the Kurt Wallander series, the Swedish detective searches for a missing retired naval officer.",2011-04-17,2011-04-02,6,0,1,26.95,13.04,467.0,4.3,48.39
688,5b4aa4ead3089013507dbd3c,SWEET VALLEY CONFIDENTIAL,http://www.amazon.com/Sweet-Valley-Confidential-Years-Later-ebook/dp/B00457X82Q?tag=NYTBS-20,Francine Pascal,St. Martin's,"Ten years after graduating from Sweet Valley High, the Wakefield twins have had a falling-out.",2011-04-17,2011-04-02,14,0,1,21.99,,257.0,2.5,
689,5b4aa4ead3089013507dbd3e,THE PALE KING,http://www.amazon.com/Pale-King-David-Foster-Wallace/dp/0316074233?tag=NYTBS-20,David Foster Wallace,"Little, Brown","In this unfinished novel, Wallace explores the innards of the I.R.S., the value of work and the meaning of heroism.",2011-04-17,2011-04-02,16,0,1,27.99,8.16,158.0,3.9,29.15
690,5b4aa4ead3089013507dbd41,DEVIOUS,http://www.amazon.com/Devious-Rick-Bentz-Reuben-Montoya/dp/1420102753?tag=NYTBS-20,Lisa Jackson,Kensington,"Called to investigate a murder, the New Orleans detective Reuben Montoya discovers that the victim — found on a cathedral altar in a yellowed bridal gown — is an old high school friend.",2011-04-17,2011-04-02,19,0,0,0.0,6.99,284.0,4.3,inf
691,5b4aa4ead3089013507dbd43,THE FIFTH WITNESS,http://www.amazon.com/Fifth-Witness-Lincoln-Lawyer-Novel/dp/044655667X?tag=NYTBS-20,Michael Connelly,"Little, Brown",The defense lawyer Mickey Haller represents a woman facing home foreclosure who is accused of killing a banker.,2011-04-24,2011-04-09,1,0,1,27.99,9.99,1643.0,4.4,35.69
692,5b4aa4ead3089013507dbd45,I’LL WALK ALONE,http://www.amazon.com/Ill-Walk-Alone-A-Novel/dp/1439180970?tag=NYTBS-20,Mary Higgins Clark,Simon & Schuster,A woman haunted by the disappearance of her young son discovers that someone has stolen her identity.,2011-04-24,2011-04-09,3,0,1,25.99,8.07,584.0,4.5,31.05
693,5b4aa4ead3089013507dbd46,44 CHARLES STREET,http://www.amazon.com/44-Charles-Street-A-Novel/dp/0440245176?tag=NYTBS-20,Danielle Steel,Delacorte,The owner of a Greenwich Village town house takes in boarders and bonds with her tenants.,2011-04-24,2011-04-09,4,0,1,28.0,7.99,433.0,4.2,28.54
694,5b4aa4ead3089013507dbd47,MILES TO GO,http://www.amazon.com/Miles-Go-Second-Journal-Series/dp/1439191379?tag=NYTBS-20,Richard Paul Evans,Simon & Schuster,"After losing his wife and business, a man sets off on a cross-country journey on foot, but a violent encounter robs him of the ability to walk.",2011-04-24,2011-04-09,5,0,1,22.0,10.99,781.0,4.8,49.95
695,5b4aa4ead3089013507dbd49,CRUNCH TIME,http://www.amazon.com/Crunch-Goldy-Schulz-Diane-Davidson/dp/0061348163?tag=NYTBS-20,Diane Mott Davidson,William Morrow/HarperCollins,The caterer and sleuth Goldy Schulz tries to help a friend whose rental house has been destroyed by arson.,2011-04-24,2011-04-09,7,0,1,26.99,6.48,668.0,4.3,24.01
696,5b4aa4ead3089013507dbd4c,THE SECRET LIFE OF DAMIAN SPINELLI,http://www.amazon.com/The-Secret-Life-Damian-Spinelli/dp/1401324134?tag=NYTBS-20,Carolyn Hennesy,Hyperion,"Damian Spinelli, a character on the soap opera “General Hospital,” decides to put his computer hacker skills to use as a private detective.",2011-04-24,2011-04-09,10,0,1,22.99,14.49,104.0,3.9,63.03
697,5b4aa4ead3089013507dbd53,MOBBED,http://www.amazon.com/Mobbed-Regan-Reilly-Mystery-Mysteries/dp/1439170282?tag=NYTBS-20,Carol Higgins Clark,Scribner,,2011-04-24,2011-04-09,17,0,0,0.0,13.77,188.0,3.9,inf
698,5b4aa4ead3089013507dbd56,TREASON AT LISSON GROVE,http://www.amazon.com/Treason-Lisson-Grove-Charlotte-Thomas-ebook/dp/B004GTLS5M?tag=NYTBS-20,Anne Perry,Ballantine,,2011-04-24,2011-04-09,20,0,0,0.0,11.99,142.0,4.4,inf
699,5b4aa4ead3089013507dbd57,CHASING FIRE,http://www.amazon.com/Chasing-Fire-Nora-Roberts/dp/0515150630?tag=NYTBS-20,Nora Roberts,Putnam,A smoke jumper faces a new season of firefighting in Montana after the loss of her partner.,2011-05-01,2011-04-16,1,0,1,27.95,7.99,5199.0,4.6,28.59
700,5b4aa4ead3089013507dbd5d,SAVE ME,http://www.amazon.com/Save-Me-Lisa-Scottoline/dp/0312380798?tag=NYTBS-20,Lisa Scottoline,St. Martin's,A mother’s action during a school emergency causes an uproar in a Philadelphia suburb.,2011-05-01,2011-04-16,7,0,1,27.99,11.99,408.0,3.6,42.84
701,5b4aa4ead3089013507dbd64,PLEASE LOOK AFTER MOM,http://www.amazon.com/Please-Look-After-Kyung-Sook-Shin/dp/0307593916?tag=NYTBS-20,Kyung-sook Shin,Knopf,Family members suffer guilt and regret when their matriarch goes missing in a Seoul subway station.,2011-05-01,2011-04-16,14,0,1,24.95,8.95,404.0,4.1,35.87
702,5b4aa4ead3089013507dbd65,MIDNIGHT AND THE MEANING OF LOVE,http://www.amazon.com/Midnight-Meaning-Love-Sister-Souljah/dp/1439165351?tag=NYTBS-20,Sister Souljah,Atria,"Midnight, a ninja warrior, must travel across three countries to win back his wife.",2011-05-01,2011-04-16,15,0,1,26.99,42.83,553.0,4.5,158.69
703,5b4aa4ead3089013507dbd67,HISS OF DEATH,http://www.amazon.com/Hiss-Death-Mrs-Murphy-Mystery/dp/0553591614?tag=NYTBS-20,Rita Mae Brown,Bantam,,2011-05-01,2011-04-16,17,0,0,0.0,7.99,161.0,3.5,inf
704,5b4aa4ead3089013507dbd6b,THE SIXTH MAN,http://www.amazon.com/The-Sixth-Man-David-Baldacci/dp/0446573094?tag=NYTBS-20,David Baldacci,Grand Central,"The lawyer for an alleged serial killer is murdered, and two former Secret Service agents are on the case.",2011-05-08,2011-04-23,1,0,1,27.99,9.99,1295.0,4.6,35.69
705,5b4aa4ead3089013507dbd70,QUICKSILVER,http://www.amazon.com/Quicksilver-Looking-Trilogy-Arcane-Society/dp/0515150568?tag=NYTBS-20,Amanda Quick,Putnam,"In this Arcane Society novel set in Victorian London, two paranormal talents must find a murderer before they become the next victims.",2011-05-08,2011-04-23,6,0,1,25.95,7.29,153.0,4.4,28.09
706,5b4aa4ead3089013507dbd71,EVE,http://www.amazon.com/Eve-Iris-Johansen/dp/0312651201?tag=NYTBS-20,Iris Johansen,St. Martin's,The forensic sculptor Eve Duncan searches for answers to the mystery of her daughter’s disappearance.,2011-05-08,2011-04-23,7,0,1,27.99,8.66,375.0,4.3,30.94
707,5b4aa4ead3089013507dbd73,THE PRIEST'S GRAVEYARD,http://www.amazon.com/The-Priests-Graveyard-Ted-Dekker-ebook/dp/B00499BTQW?tag=NYTBS-20,Ted Dekker,Center Street,A priest and a young woman cross paths as they seek to bring a powerful man to justice.,2011-05-08,2011-04-23,9,0,1,24.99,,300.0,,
708,5b4aa4ead3089013507dbd81,BEL-AIR DEAD,http://www.amazon.com/Bel-Air-Dead-Stone-Barrington-Novel-ebook/dp/B004LRPDP0?tag=NYTBS-20,Stuart Woods,Putnam,"In this Stone Barrington novel, the New York lawyer makes enemies when he represents a widow in the sale of a movie studio.",2011-05-15,2011-04-30,3,0,1,25.95,9.99,211.0,4.2,38.5
709,5b4aa4ead3089013507dbd82,A TURN IN THE ROAD,http://www.amazon.com/Turn-Road-Blossom-Street-Novel/dp/0778313255?tag=NYTBS-20,Debbie Macomber,Mira,A middle-age woman takes a cross-country road trip with her daughter and former mother-in-law.,2011-05-15,2011-04-30,4,0,1,24.95,,591.0,,
710,5b4aa4ead3089013507dbd84,BORN OF SHADOWS,http://www.amazon.com/Born-Shadows-League-Sherrilyn-Kenyon-ebook/dp/B003JTHXV8?tag=NYTBS-20,Sherrilyn Kenyon,Grand Central,"In the Ichidian universe, a smuggler and a woman warrior must fight together to survive; a League novel.",2011-05-15,2011-04-30,6,0,1,21.99,,205.0,,
711,5b4aa4ead3089013507dbd8d,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,http://www.amazon.com/The-Lost-Fleet-Frontier-Dreadnaught/dp/0441020372?tag=NYTBS-20,Jack Campbell,Ace,Capt. Black Jack Geary and his fleet search for aliens in Syndic space.,2011-05-15,2011-04-30,15,0,1,25.95,7.99,219.0,4.2,30.79
712,5b4aa4ead3089013507dbd8e,SOUTHERN COMFORT,http://www.amazon.com/Southern-Comfort-Fern-Michaels/dp/1420103660?tag=NYTBS-20,Fern Michaels,Kensington,The former homicide detective Tick Kelly is caught up in the investigation of a human trafficking ring.,2011-05-15,2011-04-30,16,0,1,24.0,7.99,112.0,4.0,33.29
713,5b4aa4ead3089013507dbd93,DEAD RECKONING,http://www.amazon.com/Dead-Reckoning-Sookie-Stackhouse-Novel-ebook/dp/B004LRPDBE?tag=NYTBS-20,Charlaine Harris,Ace,The telepathic waitress Sookie Stackhouse seeks the culprit in a firebombing.,2011-05-22,2011-05-07,1,0,1,27.95,7.99,1373.0,3.8,28.59
