,url,nb_reviews,nb_stars,amazon_price,img_url
229,https://www.amazon.com/Obsidian-Chamber-Agent-Pendergast/dp/1455536911?tag=NYTBS-20,1419,4.2,$8.06,"{""https://images-na.ssl-images-amazon.com/images/I/51UIq6UsIsL._SX328_BO1,204,203,200_.jpg"":[330,499],""https://images-na.ssl-images-amazon.com/images/I/51UIq6UsIsL._SY344_BO1,204,203,200_.jpg"":[229,346]}"
230,https://www.amazon.com/Swing-Time-Zadie-Smith/dp/1594203989?tag=NYTBS-20,349,3.5,$5.42,"{""https://images-na.ssl-images-amazon.com/images/I/51RCez0oieL._SX329_BO1,204,203,200_.jpg"":[331,499],""https://images-na.ssl-images-amazon.com/images/I/51RCez0oieL._SY344_BO1,204,203,200_.jpg"":[230,346]}"
231,https://www.amazon.com/Moonglow-Novel-Michael-Chabon/dp/0062225553?tag=NYTBS-20,233,3.8,$14.60,"{""https://images-na.ssl-images-amazon.com/images/I/51i5PvHeFoL._SY344_BO1,204,203,200_.jpg"":[226,346],""https://images-na.ssl-images-amazon.com/images/I/51i5PvHeFoL._SX324_BO1,204,203,200_.jpg"":[326,499]}"
232,https://www.amazon.com/Spy-novel-Paulo-Coelho/dp/1524732060?tag=NYTBS-20,305,3.6,$9.95,"{""https://images-na.ssl-images-amazon.com/images/I/41QZvJ4F5mL._SX318_BO1,204,203,200_.jpg"":[320,499],""https://images-na.ssl-images-amazon.com/images/I/41QZvJ4F5mL._SY344_BO1,204,203,200_.jpg"":[222,346]}"
233,https://www.amazon.com/Power-GhostWalker-Novel-Christine-Feehan/dp/0399583912?tag=NYTBS-20,584,4.8,$10.43,"{""https://images-na.ssl-images-amazon.com/images/I/51lJ-ESSo9L._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51lJ-ESSo9L._SX329_BO1,204,203,200_.jpg"":[331,499]}"
234,https://www.amazon.com/Cutthroat-Isaac-Bell-Adventure-ebook/dp/B01HCGYXR0?tag=NYTBS-20,664,4.3,,
235,https://www.amazon.com/Beartown-Novel-Fredrik-Backman-ebook/dp/B01KG5GQDS?tag=NYTBS-20,2480,4.5,,
236,https://www.amazon.com/Robert-Parkers-Little-White-Spenser-ebook/dp/B01K1AU0SK?tag=NYTBS-20,300,4.1,,
237,https://www.amazon.com/Assassins-Fate-Book-Fitz-trilogy-ebook/dp/B01GYPQRYM?tag=NYTBS-20,925,4.8,,
238,https://www.amazon.com/Same-Beach-Next-Year-Novel-ebook/dp/B01LL0JG3Y?tag=NYTBS-20,604,4.0,,
239,https://www.amazon.com/Dangerous-Minds-Knight-Moon-Novel-ebook/dp/B01K3EKRBY?tag=NYTBS-20,584,4.0,,
240,https://www.amazon.com/Murder-Games-James-Patterson-ebook/dp/B01M0CDHMG?tag=NYTBS-20,723,4.4,,
241,https://www.amazon.com/Down-Dark-Road-Burkholder-Novel/dp/1250121280?tag=NYTBS-20,419,4.7,$14.85,"{""https://images-na.ssl-images-amazon.com/images/I/51HtKAYcLGL._SY344_BO1,204,203,200_.jpg"":[236,346],""https://images-na.ssl-images-amazon.com/images/I/51HtKAYcLGL._SX338_BO1,204,203,200_.jpg"":[340,499]}"
242,https://www.amazon.com/Meddling-Kids-Novel-Edgar-Cantero/dp/0385541996?tag=NYTBS-20,260,4.0,$13.00,"{""https://images-na.ssl-images-amazon.com/images/I/51NEWkUj%2B1L._SY344_BO1,204,203,200_.jpg"":[229,346],""https://images-na.ssl-images-amazon.com/images/I/51NEWkUj%2B1L._SX328_BO1,204,203,200_.jpg"":[330,499]}"
243,https://www.amazon.com/Lying-Game-Novel-Ruth-Ware/dp/1501156004?tag=NYTBS-20,963,3.8,$17.10,"{""https://images-na.ssl-images-amazon.com/images/I/611s4bqlQgL._SX337_BO1,204,203,200_.jpg"":[339,499],""https://images-na.ssl-images-amazon.com/images/I/611s4bqlQgL._SY344_BO1,204,203,200_.jpg"":[235,346]}"
244,https://www.amazon.com/Painted-Queen-Amelia-Peabody-Suspense/dp/0062083511?tag=NYTBS-20,430,3.6,$15.39,"{""https://images-na.ssl-images-amazon.com/images/I/51M6gLMJN6L._SX328_BO1,204,203,200_.jpg"":[330,499],""https://images-na.ssl-images-amazon.com/images/I/51M6gLMJN6L._SY344_BO1,204,203,200_.jpg"":[229,346]}"
245,https://www.amazon.com/Seeing-Red-Sandra-Brown/dp/1455572101?tag=NYTBS-20,1070,4.4,$14.68,"{""https://images-na.ssl-images-amazon.com/images/I/41YOr5nw-QL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/41YOr5nw-QL._SX327_BO1,204,203,200_.jpg"":[329,499]}"
246,https://www.amazon.com/Store-James-Patterson-ebook/dp/B01MYGCHSG?tag=NYTBS-20,560,3.3,,
247,https://www.amazon.com/Know-Secret-Rizzoli-Isles-Novel-ebook/dp/B01MXRA7WD?tag=NYTBS-20,566,4.6,,
248,https://www.amazon.com/Y-Yesterday-Kinsey-Millhone-Novel-ebook/dp/B01MUBJLNC?tag=NYTBS-20,3129,4.3,,
249,https://www.amazon.com/Romanov-Ransom-Remi-Fargo-Adventure-ebook/dp/B01N11RHT7?tag=NYTBS-20,588,4.5,,
250,https://www.amazon.com/Fairytale-Novel-Danielle-Steel/dp/1101884061?tag=NYTBS-20,518,4.3,$17.25,"{""https://images-na.ssl-images-amazon.com/images/I/51Q0O16fOaL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51Q0O16fOaL._SX327_BO1,204,203,200_.jpg"":[329,499]}"
251,https://www.amazon.com/Deep-Freeze-Virgil-Flowers-Novel-ebook/dp/B01NBU65Z1?tag=NYTBS-20,1237,4.6,,
252,https://www.amazon.com/Devours-Welcome-Night-Vale-Novel/dp/006247605X?tag=NYTBS-20,97,4.8,$12.07,"{""https://images-na.ssl-images-amazon.com/images/I/51rgikYE3JL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51rgikYE3JL._SX330_BO1,204,203,200_.jpg"":[332,499]}"
253,https://www.amazon.com/Year-One-Chronicles-Book/dp/1250122953?tag=NYTBS-20,3186,4.5,$15.47,"{""https://images-na.ssl-images-amazon.com/images/I/51kbBo4XlrL._SX339_BO1,204,203,200_.jpg"":[341,499],""https://images-na.ssl-images-amazon.com/images/I/51kbBo4XlrL._SY344_BO1,204,203,200_.jpg"":[237,346]}"
254,https://www.amazon.com/Robicheaux-Novel-James-Lee-Burke-ebook/dp/B074ZCQSZ6?tag=NYTBS-20,785,4.5,,
255,https://www.amazon.com/Graves-Fine-Private-Place-Flavia-ebook/dp/B071VHV946?tag=NYTBS-20,312,4.5,,
256,https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah-ebook/dp/B06Y5WRS2C?tag=NYTBS-20,6083,4.6,,
257,https://www.amazon.com/Look-Me-D-Warren-ebook/dp/B071F6MF7H?tag=NYTBS-20,517,4.3,,
258,https://www.amazon.com/Fifty-Harriet-Blue-James-Patterson-ebook/dp/B071JLND9Y?tag=NYTBS-20,393,3.9,,
259,https://www.amazon.com/Escape-Artist-Brad-Meltzer/dp/1455559520?tag=NYTBS-20,774,4.1,$15.39,"{""https://images-na.ssl-images-amazon.com/images/I/513PXBoncFL._SY344_BO1,204,203,200_.jpg"":[243,346],""https://images-na.ssl-images-amazon.com/images/I/513PXBoncFL._SX349_BO1,204,203,200_.jpg"":[351,499]}"
260,https://www.amazon.com/Accidental-Heroes-Novel-Danielle-Steel-ebook/dp/B0738M9QWZ?tag=NYTBS-20,449,4.5,,
261,https://www.amazon.com/Bishops-Pawn-Novel-Cotton-Malone-ebook/dp/B074ZRSMQK?tag=NYTBS-20,416,4.2,,
262,https://www.amazon.com/Varina-Novel-Charles-Frazier/dp/0062405985?tag=NYTBS-20,293,4.0,$15.59,"{""https://images-na.ssl-images-amazon.com/images/I/513qB3UkhmL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/513qB3UkhmL._SX330_BO1,204,203,200_.jpg"":[332,499]}"
263,https://www.amazon.com/After-Anna-Lisa-Scottoline-ebook/dp/B073NZQ28Z?tag=NYTBS-20,909,4.1,,
264,https://www.amazon.com/Noir-Novel-Christopher-Moore/dp/0062433970?tag=NYTBS-20,299,4.4,$19.02,"{""https://images-na.ssl-images-amazon.com/images/I/51unH7idtXL._SY344_BO1,204,203,200_.jpg"":[231,346],""https://images-na.ssl-images-amazon.com/images/I/51unH7idtXL._SX331_BO1,204,203,200_.jpg"":[333,499]}"
265,https://www.amazon.com/17th-Suspect-Womens-Murder-Club-ebook/dp/B075CSX3KZ?tag=NYTBS-20,1091,4.3,,
266,https://www.amazon.com/Outsider-Novel-Stephen-King/dp/1501180983?tag=NYTBS-20,3727,4.4,$21.00,"{""https://images-na.ssl-images-amazon.com/images/I/51h%2BIhtxG3L._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51h%2BIhtxG3L._SX327_BO1,204,203,200_.jpg"":[329,499]}"
267,https://www.amazon.com/Gray-Ghost-Remi-Fargo-Adventure-ebook/dp/B075HY5MJK?tag=NYTBS-20,434,4.4,,
268,https://www.amazon.com/Pharaoh-Key-Gideon-Crew/dp/1455525820?tag=NYTBS-20,386,3.8,$15.39,"{""https://images-na.ssl-images-amazon.com/images/I/5181VfItH7L._SX341_BO1,204,203,200_.jpg"":[343,499],""https://images-na.ssl-images-amazon.com/images/I/5181VfItH7L._SY344_BO1,204,203,200_.jpg"":[238,346]}"
269,http://www.amazon.com/The-Appeal-John-Grisham/dp/0440243815?tag=NYTBS-20,1257,3.5,$1.60,"{""https://images-na.ssl-images-amazon.com/images/I/51KvhNxYG1L._SY344_BO1,204,203,200_.jpg"":[210,346],""https://images-na.ssl-images-amazon.com/images/I/51KvhNxYG1L._SX301_BO1,204,203,200_.jpg"":[303,499]}"
270,http://www.amazon.com/Chasing-Harry-Winston-A-Novel/dp/0743290119?tag=NYTBS-20,301,3.1,$3.97,"{""https://images-na.ssl-images-amazon.com/images/I/51A9erXCjRL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51A9erXCjRL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
271,http://www.amazon.com/A-Summer-Affair-Novel/dp/B003P2VBNU?tag=NYTBS-20,241,3.7,$9.12,"{""https://images-na.ssl-images-amazon.com/images/I/51mXoSxTZHL._SX328_BO1,204,203,200_.jpg"":[330,499],""https://images-na.ssl-images-amazon.com/images/I/51mXoSxTZHL._SY344_BO1,204,203,200_.jpg"":[229,346]}"
272,http://www.amazon.com/Damage-Control-Joanna-Brady-Mysteries/dp/0060746769?tag=NYTBS-20,241,4.6,$3.99,"{""https://images-na.ssl-images-amazon.com/images/I/51eETzVMZRL._SX328_BO1,204,203,200_.jpg"":[330,499],""https://images-na.ssl-images-amazon.com/images/I/51eETzVMZRL._SY344_BO1,204,203,200_.jpg"":[229,346]}"
273,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,4909,4.7,$17.75,"{""https://images-na.ssl-images-amazon.com/images/I/51YOkLTmvZL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51YOkLTmvZL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
274,http://www.amazon.com/Liberty-Lake-Wobegon-Novel-Novels/dp/0670019917?tag=NYTBS-20,57,3.9,$2.99,"{""https://images-na.ssl-images-amazon.com/images/I/61eRyOZtOZL._SX326_BO1,204,203,200_.jpg"":[328,499],""https://images-na.ssl-images-amazon.com/images/I/61eRyOZtOZL._SY344_BO1,204,203,200_.jpg"":[228,346]}"
275,http://www.amazon.com/Ender-Exile-The-Quintet/dp/0765304961?tag=NYTBS-20,594,4.3,$18.88,"{""https://images-na.ssl-images-amazon.com/images/I/51-q1IXzD-L._SX345_BO1,204,203,200_.jpg"":[347,499],""https://images-na.ssl-images-amazon.com/images/I/51-q1IXzD-L._SY344_BO1,204,203,200_.jpg"":[241,346]}"
276,http://www.amazon.com/Arctic-Drift-Dirk-Novel-Adventure/dp/0399155295?tag=NYTBS-20,341,4.3,$4.94,"{""https://images-na.ssl-images-amazon.com/images/I/51ffqSam%2ByL._SX329_BO1,204,203,200_.jpg"":[331,499],""https://images-na.ssl-images-amazon.com/images/I/51ffqSam%2ByL._SY344_BO1,204,203,200_.jpg"":[230,346]}"
277,http://www.amazon.com/The-Charlemagne-Pursuit-A-Novel/dp/0345485793?tag=NYTBS-20,326,4.2,$12.54,"{""https://images-na.ssl-images-amazon.com/images/I/61WWbokK8LL._SY344_BO1,204,203,200_.jpg"":[231,346],""https://images-na.ssl-images-amazon.com/images/I/61WWbokK8LL._SX331_BO1,204,203,200_.jpg"":[333,499]}"
278,http://www.amazon.com/Shadow-Queen-Black-Jewels-Book/dp/0451462548?tag=NYTBS-20,145,4.6,$12.14,"{""https://images-na.ssl-images-amazon.com/images/I/51tkKslFW%2BL._SY344_BO1,204,203,200_.jpg"":[229,346],""https://images-na.ssl-images-amazon.com/images/I/51tkKslFW%2BL._SX328_BO1,204,203,200_.jpg"":[330,499]}"
279,http://www.amazon.com/Rides-Dread-Legion-Book-Demonwar/dp/0061468363?tag=NYTBS-20,109,4.1,$17.23,"{""https://images-na.ssl-images-amazon.com/images/I/51PfRoh6KVL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51PfRoh6KVL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
280,http://www.amazon.com/World-Warcraft-Arthas-Rise-Lich/dp/1416550771?tag=NYTBS-20,323,4.4,$46.51,"{""https://images-na.ssl-images-amazon.com/images/I/51kzewpAwML._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51kzewpAwML._SX329_BO1,204,203,200_.jpg"":[331,499]}"
281,http://www.amazon.com/Lover-Avenged-Black-Dagger-Brotherhood/dp/045122857X?tag=NYTBS-20,2488,4.6,$5.99,"{""https://images-na.ssl-images-amazon.com/images/I/515lLUXFuYL._SY344_BO1,204,203,200_.jpg"":[215,346],""https://images-na.ssl-images-amazon.com/images/I/515lLUXFuYL._SX308_BO1,204,203,200_.jpg"":[310,499]}"
282,http://www.amazon.com/Dead-And-Gone-Sookie-Stackhouse/dp/0441017150?tag=NYTBS-20,1106,4.3,$7.79,"{""https://images-na.ssl-images-amazon.com/images/I/51GOVSx6djL._SX329_BO1,204,203,200_.jpg"":[331,499],""https://images-na.ssl-images-amazon.com/images/I/51GOVSx6djL._SY344_BO1,204,203,200_.jpg"":[230,346]}"
283,http://www.amazon.com/Cemetery-Dance-Douglas-Preston/dp/0446580295?tag=NYTBS-20,908,4.5,$12.85,"{""https://images-na.ssl-images-amazon.com/images/I/51eSml-xCeL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51eSml-xCeL._SX330_BO1,204,203,200_.jpg"":[332,499]}"
284,http://www.amazon.com/The-Last-Child-John-Hart-ebook/dp/B002E7ARUU?tag=NYTBS-20,1003,4.6,,
285,http://www.amazon.com/Medusa-Kurt-Austin-Bk-8/dp/0425235092?tag=NYTBS-20,210,4.3,$9.99,"{""https://images-na.ssl-images-amazon.com/images/I/51kZpLgxySL._SY344_BO1,204,203,200_.jpg"":[197,346],""https://images-na.ssl-images-amazon.com/images/I/51kZpLgxySL._SX282_BO1,204,203,200_.jpg"":[284,498]}"
286,http://www.amazon.com/KnockOut-An-FBI-Thriller-Thrillers/dp/0399155848?tag=NYTBS-20,279,4.3,$11.00,"{""https://images-na.ssl-images-amazon.com/images/I/51hJOujuqAL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51hJOujuqAL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
287,http://www.amazon.com/The-Neighbor-Detective-Warren-Novel-ebook/dp/B001NLL8JC?tag=NYTBS-20,677,,,
288,http://www.amazon.com/Guardian-Lies-Paul-Madriani-Novel/dp/006123091X?tag=NYTBS-20,165,4.0,$9.99,"{""https://images-na.ssl-images-amazon.com/images/I/51mB%2BxAOS6L._SY344_BO1,204,203,200_.jpg"":[194,346],""https://images-na.ssl-images-amazon.com/images/I/51mB%2BxAOS6L._SX277_BO1,204,203,200_.jpg"":[279,498]}"
289,http://www.amazon.com/Undone-A-Novel-Will-Trent/dp/0440244455?tag=NYTBS-20,481,4.5,$13.53,"{""https://images-na.ssl-images-amazon.com/images/I/51UauoQoKrL._SX302_BO1,204,203,200_.jpg"":[304,499],""https://images-na.ssl-images-amazon.com/images/I/51UauoQoKrL._SY344_BO1,204,203,200_.jpg"":[211,346]}"
290,http://www.amazon.com/Bad-Moon-Rising-Dark-Hunter-Novels-ebook/dp/B002KLHER4?tag=NYTBS-20,279,,,
291,http://www.amazon.com/Smash-Cut-Novel-Sandra-Brown/dp/1416563083?tag=NYTBS-20,377,4.5,$3.92,"{""https://images-na.ssl-images-amazon.com/images/I/519zX-AjXDL._SX326_BO1,204,203,200_.jpg"":[328,499],""https://images-na.ssl-images-amazon.com/images/I/519zX-AjXDL._SY344_BO1,204,203,200_.jpg"":[228,346]}"
292,http://www.amazon.com/Doctorow-Homer-Langley-DECKLE-Edition/dp/B0030RGMF2?tag=NYTBS-20,308,4.1,$6.20,"{""https://images-na.ssl-images-amazon.com/images/I/31Uc4dD7o0L._SX142_BO1,204,203,200_.jpg"":[144,214],""https://images-na.ssl-images-amazon.com/images/I/31Uc4dD7o0L._BO1,204,203,200_.jpg"":[146,217]}"
293,http://www.amazon.com/The-Last-Song-Nicholas-Sparks-ebook/dp/B002M2AT0K?tag=NYTBS-20,1244,4.6,,
294,http://www.amazon.com/Hothouse-Orchid-Holly-Barker-Stuart/dp/0399156011?tag=NYTBS-20,160,4.2,$3.90,"{""https://images-na.ssl-images-amazon.com/images/I/51EkVyVH4eL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51EkVyVH4eL._SX327_BO1,204,203,200_.jpg"":[329,499]}"
295,http://www.amazon.com/The-Lost-Art-Gratitude-Dalhousie/dp/B00C2HHB7Y?tag=NYTBS-20,102,4.3,$11.30,"{""https://images-na.ssl-images-amazon.com/images/I/51uz-bPP9dL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51uz-bPP9dL._SX327_BO1,204,203,200_.jpg"":[329,499]}"
296,http://www.amazon.com/Bloods-Rover-Underworld-USA-3-ebook/dp/B0054TTTF4?tag=NYTBS-20,132,,,
297,http://www.amazon.com/The-Brutal-Telling-Inspector-Mysteries/dp/0312377037?tag=NYTBS-20,1189,4.7,$9.09,"{""https://images-na.ssl-images-amazon.com/images/I/51fJ5sjk8NL._SY344_BO1,204,203,200_.jpg"":[229,346],""https://images-na.ssl-images-amazon.com/images/I/51fJ5sjk8NL._SX328_BO1,204,203,200_.jpg"":[330,499]}"
298,http://www.amazon.com/Evidence-An-Alex-Delaware-Novel-ebook/dp/B002MUAFXI?tag=NYTBS-20,178,,,
299,http://www.amazon.com/Unseen-Academicals-Discworld-Terry-Pratchett/dp/0061161705?tag=NYTBS-20,702,4.6,$19.99,"{""https://images-na.ssl-images-amazon.com/images/I/51SfFPjgjoL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51SfFPjgjoL._SX326_BO1,204,203,200_.jpg"":[328,499]}"
300,http://www.amazon.com/Ford-County-Stories-Random-House/dp/0739377388?tag=NYTBS-20,1152,4.2,$24.00,"{""https://images-na.ssl-images-amazon.com/images/I/51iIB5ubmcL._SX321_BO1,204,203,200_.jpg"":[323,499],""https://images-na.ssl-images-amazon.com/images/I/51iIB5ubmcL._SY344_BO1,204,203,200_.jpg"":[224,346]}"
301,http://www.amazon.com/I-Alex-Cross-James-Patterson-ebook/dp/B002LZSY46?tag=NYTBS-20,1754,,,
302,http://www.amazon.com/Blood-Ties-Bishop-Special-Crimes-ebook/dp/B0035J5E4U?tag=NYTBS-20,180,4.3,,
303,http://www.amazon.com/The-Last-Surgeon-Michael-Palmer/dp/031258749X?tag=NYTBS-20,88,3.9,$4.35,"{""https://images-na.ssl-images-amazon.com/images/I/51j7A9uzMFL._SX278_BO1,204,203,200_.jpg"":[280,498],""https://images-na.ssl-images-amazon.com/images/I/51j7A9uzMFL._SY344_BO1,204,203,200_.jpg"":[195,346]}"
304,http://www.amazon.com/Fantasy-Death-J-D-Robb/dp/0399156240?tag=NYTBS-20,816,4.7,$2.37,"{""https://images-na.ssl-images-amazon.com/images/I/51LazllkleL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/51LazllkleL._SX327_BO1,204,203,200_.jpg"":[329,499]}"
305,http://www.amazon.com/Split-Image-Jesse-Stone-No/dp/0399156232?tag=NYTBS-20,390,4.3,$9.98,"{""https://images-na.ssl-images-amazon.com/images/I/41lbFWs4EvL._SY344_BO1,204,203,200_.jpg"":[227,346],""https://images-na.ssl-images-amazon.com/images/I/41lbFWs4EvL._SX325_BO1,204,203,200_.jpg"":[327,499]}"
306,http://www.amazon.com/Angelology-A-Novel-Series/dp/0143118463?tag=NYTBS-20,423,3.5,$12.75,"{""https://images-na.ssl-images-amazon.com/images/I/51IJHOnV4XL._SY344_BO1,204,203,200_.jpg"":[226,346],""https://images-na.ssl-images-amazon.com/images/I/51IJHOnV4XL._SX323_BO1,204,203,200_.jpg"":[325,499]}"
307,http://www.amazon.com/The-Surrendered-Chang-rae-Lee/dp/1594489769?tag=NYTBS-20,106,3.6,$12.11,"{""https://images-na.ssl-images-amazon.com/images/I/41hAfcc99gL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/41hAfcc99gL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
308,http://www.amazon.com/Matterhorn-A-Novel-Vietnam-War/dp/0802145310?tag=NYTBS-20,1576,4.6,$12.20,"{""https://images-na.ssl-images-amazon.com/images/I/41H5GQacmoL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/41H5GQacmoL._SX329_BO1,204,203,200_.jpg"":[331,499]}"
309,http://www.amazon.com/The-Mapping-Love-Death-Maisie/dp/0061727687?tag=NYTBS-20,359,4.6,$14.08,"{""https://images-na.ssl-images-amazon.com/images/I/51%2BH-l6yqnL._SY344_BO1,204,203,200_.jpg"":[230,346],""https://images-na.ssl-images-amazon.com/images/I/51%2BH-l6yqnL._SX330_BO1,204,203,200_.jpg"":[332,499]}"
310,http://www.amazon.com/Silver-Borne-Mercy-Thompson-Book/dp/044101996X?tag=NYTBS-20,664,4.8,$7.83,"{""https://images-na.ssl-images-amazon.com/images/I/51MC2sH1pUL._SX308_BO1,204,203,200_.jpg"":[310,499],""https://images-na.ssl-images-amazon.com/images/I/51MC2sH1pUL._SY344_BO1,204,203,200_.jpg"":[215,346]}"
311,http://www.amazon.com/Without-Mercy-Lisa-Jackson-ebook/dp/B0046ZRW5Q?tag=NYTBS-20,202,4.1,,
312,http://www.amazon.com/Imperfect-Birds-Novel-Anne-Lamott/dp/1594487510?tag=NYTBS-20,177,3.4,$12.94,"{""https://images-na.ssl-images-amazon.com/images/I/41XjJaOZkkL._SX329_BO1,204,203,200_.jpg"":[331,499],""https://images-na.ssl-images-amazon.com/images/I/41XjJaOZkkL._SY344_BO1,204,203,200_.jpg"":[230,346]}"
313,http://www.amazon.com/Nowhere-Run-Joe-Pickett-Novel/dp/0399156453?tag=NYTBS-20,518,4.6,,"{""https://images-na.ssl-images-amazon.com/images/I/51tMY07Ug0L._SX328_BO1,204,203,200_.jpg"":[330,499],""https://images-na.ssl-images-amazon.com/images/I/51tMY07Ug0L._SY344_BO1,204,203,200_.jpg"":[229,346]}"
314,http://www.amazon.com/Every-Last-One-A-Novel/dp/1400065747?tag=NYTBS-20,585,4.2,$9.65,"{""https://images-na.ssl-images-amazon.com/images/I/51jQJG5A0qL._SX334_BO1,204,203,200_.jpg"":[336,499],""https://images-na.ssl-images-amazon.com/images/I/51jQJG5A0qL._SY344_BO1,204,203,200_.jpg"":[233,346]}"
315,http://www.amazon.com/This-Body-Death-Inspector-Lynley/dp/0061160881?tag=NYTBS-20,408,3.9,$9.99,"{""https://images-na.ssl-images-amazon.com/images/I/51VvHk6fg%2BL._SX326_BO1,204,203,200_.jpg"":[328,499],""https://images-na.ssl-images-amazon.com/images/I/51VvHk6fg%2BL._SY344_BO1,204,203,200_.jpg"":[228,346]}"
316,http://www.amazon.com/Island-Beneath-Sea-A-Novel/dp/0061988243?tag=NYTBS-20,811,4.5,$20.71,"{""https://images-na.ssl-images-amazon.com/images/I/516aAGZpRbL._SY344_BO1,204,203,200_.jpg"":[228,346],""https://images-na.ssl-images-amazon.com/images/I/516aAGZpRbL._SX326_BO1,204,203,200_.jpg"":[328,499]}"
317,http://www.amazon.com/Reckless-Andrew-Gross/dp/0061656011?tag=NYTBS-20,158,4.3,$9.99,"{""https://images-na.ssl-images-amazon.com/images/I/51WUFdC6%2BVL._SX279_BO1,204,203,200_.jpg"":[281,498],""https://images-na.ssl-images-amazon.com/images/I/51WUFdC6%2BVL._SY344_BO1,204,203,200_.jpg"":[195,346]}"
318,http://www.amazon.com/Blue-Eyed-Devil-Robert-B-Parker/dp/0399156488?tag=NYTBS-20,224,4.4,$10.33,"{""https://images-na.ssl-images-amazon.com/images/I/513ZpDuKx8L._SX330_BO1,204,203,200_.jpg"":[332,499],""https://images-na.ssl-images-amazon.com/images/I/513ZpDuKx8L._SY344_BO1,204,203,200_.jpg"":[230,346]}"
319,http://www.amazon.com/Storm-Prey-John-Sandford/dp/0399156496?tag=NYTBS-20,982,4.6,$9.79,"{""https://images-na.ssl-images-amazon.com/images/I/51BD-Fm4daL._SX329_BO1,204,203,200_.jpg"":[331,499],""https://images-na.ssl-images-amazon.com/images/I/51BD-Fm4daL._SY344_BO1,204,203,200_.jpg"":[230,346]}"
320,http://www.amazon.com/Secret-Affair-Huxtable-Quintet-Book/dp/0440245281?tag=NYTBS-20,188,4.3,$7.99,"{""https://images-na.ssl-images-amazon.com/images/I/512NTgZolzL._SX305_BO1,204,203,200_.jpg"":[307,499],""https://images-na.ssl-images-amazon.com/images/I/512NTgZolzL._SY344_BO1,204,203,200_.jpg"":[213,346]}"
321,http://www.amazon.com/Supreme-Justice-A-Novel-Suspense/dp/0061926515?tag=NYTBS-20,160,4.2,$11.88,"{""https://images-na.ssl-images-amazon.com/images/I/51VRe6xe6-L._SY344_BO1,204,203,200_.jpg"":[215,346],""https://images-na.ssl-images-amazon.com/images/I/51VRe6xe6-L._SX307_BO1,204,203,200_.jpg"":[309,499]}"
322,http://www.amazon.com/Dangerous-Diana-Palmer/dp/0373774591?tag=NYTBS-20,118,3.9,$4.39,"{""https://images-na.ssl-images-amazon.com/images/I/51nfujjXYxL._SY344_BO1,204,203,200_.jpg"":[234,346],""https://images-na.ssl-images-amazon.com/images/I/51nfujjXYxL._SX335_BO1,204,203,200_.jpg"":[337,499]}"
323,http://www.amazon.com/Spies-Balkans-Novel-Alan-Furst/dp/1400066034?tag=NYTBS-20,277,4.3,$12.99,"{""https://images-na.ssl-images-amazon.com/images/I/51H4kQvxeYL._SX327_BO1,204,203,200_.jpg"":[329,499],""https://images-na.ssl-images-amazon.com/images/I/51H4kQvxeYL._SY344_BO1,204,203,200_.jpg"":[228,346]}"
