,url,reviews,rating,price
0,http://www.amazon.com/Rough-Justice-Jack-Higgins/dp/0425228630?tag=NYTBS-20,75 customer reviews,4.3 out of 5 stars,$9.99 
1,http://www.amazon.com/The-Assassin-Novel-Stephen-Coonts/dp/031299446X?tag=NYTBS-20,119 customer reviews,4.2 out of 5 stars,$9.99 
2,http://www.amazon.com/The-Last-Patriot-A-Thriller/dp/1416543848?tag=NYTBS-20,631 customer reviews,4.5 out of 5 stars,$8.99 
3,http://www.amazon.com/Devil-Bones-Temperance-Brennan-Novels/dp/0743294386?tag=NYTBS-20,306 customer reviews,4.3 out of 5 stars,$7.99 
4,http://www.amazon.com/Gypsy-Morph-Genesis-Shannara-Book/dp/0345484142?tag=NYTBS-20,242 customer reviews,4.5 out of 5 stars,$7.99 
5,http://www.amazon.com/Acheron-Dark-Hunter-Book-Sherrilyn-Kenyon/dp/0312949413?tag=NYTBS-20,"1,164 customer reviews",4.7 out of 5 stars,$8.99 
6,http://www.amazon.com/Off-Season-Anne-Rivers-Siddons-ebook/dp/B0015DTUYI?tag=NYTBS-20,239 customer reviews,3.6 out of 5 stars,$9.99 
7,http://www.amazon.com/The-Lace-Reader-A-Novel/dp/0061624772?tag=NYTBS-20,633 customer reviews,4.0 out of 5 stars,$9.99 
8,http://www.amazon.com/Devil-Bones-Temperance-Brennan-Novels/dp/0743294386?tag=NYTBS-20,306 customer reviews,4.3 out of 5 stars,$7.99 
9,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,"4,908 customer reviews",4.7 out of 5 stars,$12.99 
10,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,"6,109 customer reviews",4.5 out of 5 stars,$7.99 
11,http://www.amazon.com/Gypsy-Morph-Genesis-Shannara-Book/dp/0345484142?tag=NYTBS-20,242 customer reviews,4.5 out of 5 stars,$7.99 
12,http://www.amazon.com/Silks-Dick-Francis/dp/0399155333?tag=NYTBS-20,164 customer reviews,4.3 out of 5 stars,$6.99 
13,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,"2,573 customer reviews",3.8 out of 5 stars,$8.99 
14,http://www.amazon.com/Home-A-Novel-Marilynne-Robinson/dp/0312428545?tag=NYTBS-20,419 customer reviews,4.1 out of 5 stars,$9.99 
15,http://www.amazon.com/Off-Season-Anne-Rivers-Siddons-ebook/dp/B0015DTUYI?tag=NYTBS-20,239 customer reviews,3.6 out of 5 stars,$9.99 
16,http://www.amazon.com/The-Scourge-God-Change-Series/dp/0451462289?tag=NYTBS-20,119 customer reviews,4.1 out of 5 stars,$8.99 
17,http://www.amazon.com/Anathem-Neal-Stephenson/dp/B003B3NW7G?tag=NYTBS-20,916 customer reviews,4.1 out of 5 stars,$8.99 
18,http://www.amazon.com/Guernsey-Literary-Potato-Peel-Society/dp/0385340990?tag=NYTBS-20,"4,908 customer reviews",4.7 out of 5 stars,$12.99 
19,http://www.amazon.com/American-Wife-Random-Readers-Circle/dp/0812975405?tag=NYTBS-20,514 customer reviews,3.5 out of 5 stars,$11.99 
20,http://www.amazon.com/Dark-Curse-Carpathian-Christine-Feehan/dp/0515146994?tag=NYTBS-20,299 customer reviews,4.5 out of 5 stars,$8.99 
21,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,"6,109 customer reviews",4.5 out of 5 stars,$7.99 
22,http://www.amazon.com/The-Force-Unleashed-Star-Wars/dp/0345499026?tag=NYTBS-20,926 customer reviews,4.2 out of 5 stars,$7.99 
23,http://www.amazon.com/Smoke-Screen-Novel-Sandra-Brown/dp/1416563075?tag=NYTBS-20,312 customer reviews,4.5 out of 5 stars,$8.99 
24,http://www.amazon.com/Just-Breathe-Susan-Wiggs/dp/077832656X?tag=NYTBS-20,183 customer reviews,4.3 out of 5 stars,$7.99 
25,http://www.amazon.com/Sweetheart-Chelsea-Cain/dp/031236847X?tag=NYTBS-20,225 customer reviews,4.2 out of 5 stars,$7.99 
26,http://www.amazon.com/Story-Edgar-Sawtelle-David-Wroblewski/dp/B005DIGU4O?tag=NYTBS-20,"2,573 customer reviews",3.8 out of 5 stars,$8.99 
27,http://www.amazon.com/Girl-Dragon-Tattoo-Stieg-Larsson/dp/0307269752?tag=NYTBS-20,"6,070 customer reviews",4.3 out of 5 stars,$9.99 
28,http://www.amazon.com/The-Host-Novel-Stephenie-Meyer/dp/0316218502?tag=NYTBS-20,"6,109 customer reviews",4.5 out of 5 stars,$7.99 
29,http://www.amazon.com/Home-A-Novel-Marilynne-Robinson/dp/0312428545?tag=NYTBS-20,419 customer reviews,4.1 out of 5 stars,$9.99 
